SMILES,pIC50,FP
C#Cc1cccc(Nc2ncnc3cc(OCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.19,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,9.0,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc(CC(C)C)cc4)c(OCCOC)cc23)c1,8.05,[0 1 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)cc23)c1,6.41,[0 1 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC)cc23)c1,7.14,[0 1 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CC4=C(C)/C(=C/c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)c(OCCOC(=O)CC4=C(C)/C(=C/c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)cc23)c1,7.57,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CC4=C(C)/C(=C\c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)c(OCCOC)cc23)c1,7.51,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)c(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)cc23)c1,7.48,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)c(OCCOC)cc23)c1,7.57,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccc(C(=O)Nc5ccc6c(c5)C(C)(C)CCC6(C)C)cc4)c(OCCOC(=O)c4ccc(C(=O)Nc5ccc6c(c5)C(C)(C)CCC6(C)C)cc4)cc23)c1,6.06,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccc(C(=O)Nc5ccc6c(c5)C(C)(C)CCC6(C)C)cc4)c(OCCOC)cc23)c1,7.5,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccccc4OC(C)=O)c(OCCOC(=O)c4ccccc4OC(C)=O)cc23)c1,7.47,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccccc4OC(C)=O)c(OCCOC)cc23)c1,8.3,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(NC(=O)/C=C/CN(C)C)cc23)c1,8.92,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(NC(=O)C=C)cc23)c1,8.74,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC(=O)CCCCC[N+]4=C(/C=C/C=C/C=C/C=C5/N(CCCC)c6ccc(OC)cc6C5(C)C)C(C)(C)c5cc(C(F)(F)F)ccc54)cc23)c1.[Br-],6.91,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC(=O)CCCCC[N+]4=C(/C=C/C=C/C=C/C=C5/N(CCCC)c6ccccc6C5(C)C)C(C)(C)c5cc(C(F)(F)F)ccc54)cc23)c1.[Br-],6.69,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,7.52,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,7.49,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c4c(c23)OCCO4)c1,7.885,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOCC)c(NC(=O)/C=C/CN(C)C)cc23)c1,9.11,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(OCCOCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.27,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,7.24,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(CC)CC)cc23)c1,6.96,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,8.28,[0 0 1 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC(C)C)cc23)c1,8.19,[0 1 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC4CC4)cc23)c1,8.25,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)C=C)cc23)c1,7.49,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(OC4CCN(C(=O)C=C)CC4)cc23)c1,8.78,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(C)C)CCO4)c1,7.93,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(CC)CC)CCO4)c1,7.84,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCC(C)CC2)CCO4)c1,7.695,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCC2)CCO4)c1,7.869999999999999,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2)CCO4)c1,7.890000000000001,[0 0 1 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2C)CCO4)c1,7.735,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCN(C)CC2)CCO4)c1,6.955,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCOCC2)CCO4)c1,7.055,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCCCC2)C(=O)CO4)c1,6.67,[0 0 1 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCOCC2)C(=O)CO4)c1,6.46,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,7.265,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1F,7.7,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,8.7,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCCC(=O)OCC)c4cc23)c1,5.24,[0 0 0 ... 1 0 0]
C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,6.42,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)c1,5.28,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCOC)c4cc23)c1,6.72,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)c1,7.47,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CO)o4)cc23)c1,7.8,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(-c4cnn(C)c4)cc23)c1,8.41,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(NC(C)=O)cc23)c1,7.41,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(NC(N)=O)cc23)c1,6.71,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(OCCCC(=O)NO)cc23)c1,7.0,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(OCCCCCC(=O)NO)cc23)c1,7.0,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(OCCCCCCC(=O)NO)cc23)c1,7.0,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,7.96,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(OCCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,7.96,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(OCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,8.14,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,7.11,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1,5.92,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)Nc5ccccc5N)c4)cc23)c1,6.5,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3nc(Nc4ccc(CN5CCOCC5)cc4)sc23)c1,7.37,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3sc(-c4ccc(CO)cc4OC)cc23)c1,8.3,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3sc(-c4ccccc4OC)cc23)c1,7.75,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3sc(Br)cc23)c1,7.64,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnc3sc(C(=O)c4cc5ccccc5[nH]4)cc23)c1,7.73,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,8.0,[0 0 0 ... 0 0 0]
C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,6.17,[0 0 0 ... 0 0 0]
C#Cc1cccc(Oc2ncc(-c3cncc(NC4CN(C(=O)C=C)C4)c3)cn2)c1,6.62,[0 0 0 ... 0 0 0]
C#Cc1cccc(Oc2ncnc3ccc(OCc4ccc(S(=O)(=O)N(C)C#C)cc4)cc23)c1,5.25,[0 0 0 ... 0 0 0]
C#Cc1cnc(Nc2cc(NC(=O)C=C)c(N(C)CCN(C)C)cc2OC)nc1-c1cn2c3c(cccc13)CCC2,7.38,[0 0 0 ... 0 0 0]
C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,7.07,[0 0 0 ... 0 0 0]
C#Cc1nn([C@@H]2CCCN(C(=O)C=C)C2)c2ncnc(N)c12,6.02,[0 0 0 ... 0 0 0]
C(=C/c1ccccc1)\C(=N\Nc1nncc2ccccc12)c1ccccc1,8.25,[0 0 0 ... 0 0 0]
C/C(=C\c1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,7.55,[0 0 0 ... 0 0 0]
C/C(=C\c1ccc(O)c(O)c1)[N+](=O)[O-],5.04,[0 0 0 ... 0 0 0]
C/C(=N\N1C(=O)CNC1=S)c1ccc(O)cc1O,4.63,[0 0 0 ... 0 0 0]
C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccc(F)cc1,5.225,[0 0 0 ... 0 0 0]
C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccc(F)cc1F,6.09,[0 0 0 ... 0 0 0]
C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccccn1,5.62,[0 0 0 ... 0 0 0]
C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1cccnc1,5.37,[0 0 0 ... 0 0 0]
C/C(=N\O)c1ccc(NC(=O)c2cc(-c3ccc(S(C)(=O)=O)cc3)nc3ccccc23)cc1,6.98,[0 0 0 ... 0 0 0]
C/C=C(\C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.19,[0 0 0 ... 0 0 0]
C/C=C(\C)C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)/C=C(C)/C=C/CC(C)/C=C/c1oc(OC)c(C)c(=O)c1C,6.8,[0 1 0 ... 0 0 0]
C/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/CC(C)/C=C/c1oc(OC)c(C)c(=O)c1C,6.255,[0 1 0 ... 0 0 0]
C/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.3,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.26,[0 0 0 ... 0 0 0]
C/C=C/C(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4cc(Cl)ccc4o3)c3c(N)ncnc32)C1,6.62,[0 0 0 ... 0 0 0]
C/C=C/C(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4ccccc4o3)c3c(N)ncnc32)C1,6.89,[0 0 0 ... 0 0 0]
C/C=C/C(=O)N1CC[C@@H](n2nc(C(=O)Nc3nc4cc(Cl)ccc4o3)c3c(N)ncnc32)C1,6.76,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,6.45,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,6.75,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,7.66,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(CC)CC)c12,7.72,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,7.13,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,5.12,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ccnc2cc1CC,5.12,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.390000000000001,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.705,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccc(C)cc4)cc3F)ncnc2cc1OC,5.12,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccc(F)cc4)cc3F)ncnc2cc1OC,5.29,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccccc4)cc3F)ncnc2cc1OC,5.495,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Oc3ccc(NC(=O)c4sc(-c5ccccc5)nc4C)cc3F)cccc2cc1OC,5.63,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cc2c(Oc3ccc(NC(=O)n4c(=O)c(-c5ccccc5)c(C)n4C)cc3F)cccc2cc1OC,5.32,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,9.17,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.79,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.06,[0 0 0 ... 0 0 0]
C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,6.62,[0 1 0 ... 0 0 0]
C/C=C/C(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCCOC)c3)ncc2F)c1,5.98,[0 0 0 ... 0 0 0]
C/C=C/C(=O)OCc1ccc(Nc2nc(Nc3ccccc3)ncc2C)cc1,5.62,[0 0 0 ... 0 0 0]
C/C=C/C(=O)OCc1cccc(Nc2nc(Nc3ccccc3)ncc2C)c1,5.62,[0 0 0 ... 0 0 0]
C/C=C/c1cc(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)ccn1,8.835,[0 0 0 ... 0 0 0]
C/C=C/c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OCCCN4CCOCC4)cc23)cc1,7.68,[0 0 0 ... 0 0 0]
C/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,6.84,[0 0 0 ... 0 0 0]
C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.57,[0 0 0 ... 0 0 0]
C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,5.1,[0 0 0 ... 0 0 0]
C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,6.47,[0 0 0 ... 0 0 0]
C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.41,[0 0 0 ... 0 0 0]
C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,6.7,[0 0 0 ... 0 0 0]
C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.0,[0 0 0 ... 0 0 0]
C1=CC2=C(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)CNC2C=C1,4.06,[0 0 0 ... 0 0 0]
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,5.83,[0 1 1 ... 0 0 0]
C=C(C#N)C(O)c1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,7.26,[0 1 0 ... 0 0 0]
C=C(C#N)C(O)c1ccc(Nc2nc(Nc3ccccc3)ncc2F)cc1,7.26,[0 1 0 ... 0 0 0]
C=C(C#N)C(O)c1cccc(Nc2nc(Nc3ccc(OCC(C)(C)O)nc3)ncc2F)c1,7.26,[0 1 0 ... 0 0 0]
C=C(C#N)C(O)c1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,6.26,[0 1 0 ... 0 0 0]
C=C(C#N)C(O)c1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,7.26,[0 1 0 ... 0 0 0]
C=C(C#N)C(O)c1cccc(Nc2nc(Nc3cccc(OC(F)(F)F)c3)ncc2F)c1,5.62,[0 1 0 ... 0 0 0]
C=C(C(=O)N1CCN(C(=O)Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)[C@H](C)C1)C(F)(F)F,9.42,[0 0 0 ... 0 0 0]
C=C(C)C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.8,[0 0 0 ... 0 0 0]
C=C(C)C(=O)Cc1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,7.26,[0 0 0 ... 0 0 0]
C=C(C)C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.92,[0 0 0 ... 0 0 0]
C=C(C)C(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4cc(Cl)ccc4o3)c3c(N)ncnc32)C1,6.03,[0 0 0 ... 0 0 0]
C=C(C)C(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4cc(F)ccc4o3)c3c(N)ncnc32)C1,5.89,[0 0 0 ... 0 0 0]
C=C(C)C(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(C)=O,5.99,[0 0 0 ... 0 0 0]
C=C(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.425,[0 0 0 ... 0 0 0]
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.08,[0 0 0 ... 0 0 0]
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.8,[0 0 0 ... 0 0 0]
C=C(C)C(=O)c1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,7.26,[0 0 0 ... 0 0 0]
C=C(C)C(=O)c1ccc(Nc2nc(Nc3ccccc3)ncc2F)cc1,7.26,[0 0 0 ... 0 0 0]
C=C(C)C(=O)c1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=C(C)C(=O)c1cccc(Nc2nc(Nc3cccc(OC(F)(F)F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=C(C)c1c(C)nc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3F)cn12,7.6,[0 0 0 ... 0 0 0]
C=C(C)c1cc(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)ccn1,8.600000000000001,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,8.7,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,6.25,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC,6.65,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)c(O)c1.Cl,6.17,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,6.75,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)N(C)C)cc2)cc1.Cl,6.16,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,6.33,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,6.64,[0 0 0 ... 0 0 0]
C=C(CN(C)C)C(=O)c1ccccc1.Cl,5.25,[0 0 0 ... 0 0 0]
C=C(CN1CCCCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.96,[0 0 1 ... 0 0 0]
C=C(CN1CCNCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.82,[0 0 0 ... 0 0 0]
C=C(CN1CCOCC1)C(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,8.4,[0 0 0 ... 0 0 0]
C=C(CN1CCOCC1)C(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC,7.12,[0 0 0 ... 0 0 0]
C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,5.57,[0 0 0 ... 0 0 0]
C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.97,[0 0 0 ... 0 0 0]
C=C(CN1CCOCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.96,[0 0 0 ... 0 0 0]
C=C(CNc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC)C(=O)O,5.92,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,7.54,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CS(=O)(=O)CC3)c(OC)cc1N(C)CCN(C)C,6.49,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CSCC3)c(OC)cc1N(C)CCN(C)C,6.875,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,7.28,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,7.02,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,7.035,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(C)c3)ncc2Cl)c1,7.9399999999999995,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(Cl)c3)ncc2Cl)c1,7.885,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,7.785,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3Cl)ncc2Cl)c1,6.925,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.195,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)nc3)ncc2Cl)c1,7.504999999999999,[0 0 0 ... 0 0 0]
C=C(Cl)C(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,7.39,[0 0 0 ... 0 0 0]
C=C(Cn1cccn1)C(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,5.62,[0 0 0 ... 0 0 0]
C=C(Cn1cccn1)C(=O)Nc1cccc(Nc2ncc(F)c(Nc3cccc(C)c3)n2)c1,6.26,[0 0 0 ... 0 0 0]
